,claimHeadline,articleHeadline,articleHeadlineStance,articleId,claimId
1427,Jose Canseco was shot,Jose Canseco shoots self in hand,for,5dfd5b00-5f68-11e4-a887-2324afc3f9a8,48a17fa0-5f0b-11e4-a887-2324afc3f9a8
1428,Jose Canseco was shot,Jose Canseco accidentally shot,observing,4d841be0-5f0b-11e4-a887-2324afc3f9a8,48a17fa0-5f0b-11e4-a887-2324afc3f9a8
1429,Jose Canseco was shot,Jose Canseco Accidentally Shot Himself in the Hand UPDATE - Shot Off Middle Finger,for,1b4b7b70-5f0e-11e4-a887-2324afc3f9a8,48a17fa0-5f0b-11e4-a887-2324afc3f9a8
1430,Jose Canseco was shot,Baseball star Jose Canseco hurt in accidental shooting,for,72200ea0-5f0b-11e4-a887-2324afc3f9a8,48a17fa0-5f0b-11e4-a887-2324afc3f9a8
1431,Jose Canseco was shot,Former Baseball Star Jose Canseco Accidentally Shot Himself In The Hand,for,f4770fc0-5f0b-11e4-a887-2324afc3f9a8,48a17fa0-5f0b-11e4-a887-2324afc3f9a8
1432,Jose Canseco was shot,Jose Canseco accidentally shot,observing,f003b010-5f0b-11e4-a887-2324afc3f9a8,48a17fa0-5f0b-11e4-a887-2324afc3f9a8
1433,Jose Canseco was shot,"Jose Canseco injured in accidental shooting, per reports",observing,fd87f6f0-5f0c-11e4-a887-2324afc3f9a8,48a17fa0-5f0b-11e4-a887-2324afc3f9a8
1434,Judd Nelson is dead,BREAKING: Brat Pack Judd Nelson Found Dead in Los Angeles Condo,for,b8ec9b60-5d48-11e4-a887-2324afc3f9a8,858d0e80-5d48-11e4-a887-2324afc3f9a8
1435,Judd Nelson is dead,"do not Worry, The Breakfast Club Star Judd Nelson Is Not Dead",against,8e907010-5d68-11e4-a887-2324afc3f9a8,858d0e80-5d48-11e4-a887-2324afc3f9a8
1436,Judd Nelson is dead,Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,against,befae660-5d48-11e4-a887-2324afc3f9a8,858d0e80-5d48-11e4-a887-2324afc3f9a8
1437,Judd Nelson is dead,80s Brat Pack star Judd Nelson forced to deny that he is dead after fake news story starts trending on social media,against,322d0270-5d68-11e4-a887-2324afc3f9a8,858d0e80-5d48-11e4-a887-2324afc3f9a8
1438,Judd Nelson is dead,Judd Nelson Proof Of Life After Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo Updated,against,4ba36960-5d68-11e4-a887-2324afc3f9a8,858d0e80-5d48-11e4-a887-2324afc3f9a8
1439,Judd Nelson is dead,Judd Nelson is not dead report is a hoax,against,b23fc670-5d48-11e4-a887-2324afc3f9a8,858d0e80-5d48-11e4-a887-2324afc3f9a8
1440,Judd Nelson is dead,Fake Fox News Website Reports Judd Nelson's Death for Some Reason,against,c49e3330-5d4b-11e4-a887-2324afc3f9a8,858d0e80-5d48-11e4-a887-2324afc3f9a8
1444,Kei Nishikori is the world's highest-paid tennis player,"Fowler Falls For Fake Website, Makes Crazy Claims About Tennis Star",against,455d3110-a58b-11e4-aa4f-ff16e52e0d56,457d0a90-a58a-11e4-aa4f-ff16e52e0d56
1445,Kei Nishikori is the world's highest-paid tennis player,Kei Nishikori Highest-Paid Tennis player in the World,for,268c41f0-a58f-11e4-aa4f-ff16e52e0d56,457d0a90-a58a-11e4-aa4f-ff16e52e0d56
1446,Kei Nishikori is the world's highest-paid tennis player,"Satire Website Fools ESPN, Kei Nishikori is not highest paid tennis star",against,7e5b4ca0-a58a-11e4-aa4f-ff16e52e0d56,457d0a90-a58a-11e4-aa4f-ff16e52e0d56
1459,KFC restaurants in Colorado will start selling marijuana,YUM Serving Up Marijuana Fried Chicken,for,897daa80-c2de-11e4-8747-5b024dd6dd6c,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c
1460,KFC restaurants in Colorado will start selling marijuana,KFC Locations In Colorado To Begin Selling Marijuana,for,7ca84bd0-c2de-11e4-8747-5b024dd6dd6c,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c
1461,KFC restaurants in Colorado will start selling marijuana,KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,for,147461d0-c2dd-11e4-8747-5b024dd6dd6c,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c
1462,KFC restaurants in Colorado will start selling marijuana,"Sorry, KFC is not going to be selling weed in Colorado restaurants",against,64aec0e0-c2de-11e4-8747-5b024dd6dd6c,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c
1463,KFC restaurants in Colorado will start selling marijuana,KFC Marijuana Sales To Begin In Colorado? it is Unbelievable Literally,against,69fa5820-c2de-11e4-8747-5b024dd6dd6c,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c
1464,KFC restaurants in Colorado will start selling marijuana,"If you really believed Colorado KFCs were selling pot, here's a reality check",observing,f8e78c10-c2de-11e4-8747-5b024dd6dd6c,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c
1465,Kim Jong Un hurt his leg during military exercises,Kim Jong-Un Has Difficulty Walking And Needs About 100 Days To Recuperate,observing,5001aa00-4fec-11e4-b6a0-9705a8f94440,3dc4eeb0-4fec-11e4-b6a0-9705a8f94440
1466,Kim Jong Un hurt his leg during military exercises,Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event but does send a nice flower basket instead,observing,42927c50-4fec-11e4-b6a0-9705a8f94440,3dc4eeb0-4fec-11e4-b6a0-9705a8f94440
1467,Kim Jong Un hurt his leg during military exercises,North Korea Leader Kim Jong Un Is Still In Charge: Source,observing,0a70cc20-4fef-11e4-b6a0-9705a8f94440,3dc4eeb0-4fec-11e4-b6a0-9705a8f94440
1468,Kim Jong Un hurt his leg during military exercises,"North Korea leader Kim is still in charge, has injured leg: source",observing,55592820-4fec-11e4-b6a0-9705a8f94440,3dc4eeb0-4fec-11e4-b6a0-9705a8f94440
1469,Kim Jong Un hurt his leg during military exercises,N. Korea's Kim has leg injury but in control,for,5850bd40-4fec-11e4-b6a0-9705a8f94440,3dc4eeb0-4fec-11e4-b6a0-9705a8f94440
1470,Jordan's King Abdullah II will participate in air strikes against ISIS,Jordan Vs ISIS: Reports Say King Abdullah II Could Personally Lead Airstrikes After Pilot's Death,observing,f0cf2fe0-ad4b-11e4-9a23-0b6010caa867,5a8add40-ad4b-11e4-9a23-0b6010caa867
1471,Jordan's King Abdullah II will participate in air strikes against ISIS,Jordan's King May Participate Personally In ISIS Raids,observing,f80bf680-ad50-11e4-9a23-0b6010caa867,5a8add40-ad4b-11e4-9a23-0b6010caa867
1472,Jordan's King Abdullah II will participate in air strikes against ISIS,Jordan king cites Clint Eastwood in revenge vow,for,63c19160-ad4b-11e4-9a23-0b6010caa867,5a8add40-ad4b-11e4-9a23-0b6010caa867
1473,Jordan's King Abdullah II will participate in air strikes against ISIS,JORDANIAN KING PERSONALLY FLYING SORTIES AGAINST ISIS,observing,b32ae0a0-ad53-11e4-9a23-0b6010caa867,5a8add40-ad4b-11e4-9a23-0b6010caa867
1474,Jordan's King Abdullah II will participate in air strikes against ISIS,Jordan's King Abdullah Did Not Personally Fly Airstrikes On ISIS,against,b961d2f0-adfb-11e4-9a23-0b6010caa867,5a8add40-ad4b-11e4-9a23-0b6010caa867
1475,Jordan's King Abdullah II will participate in air strikes against ISIS,Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,observing,7366d8f0-ad4b-11e4-9a23-0b6010caa867,5a8add40-ad4b-11e4-9a23-0b6010caa867
1476,Jordan's King Abdullah II will participate in air strikes against ISIS,"No, Jordan's King Abdullah II is not personally flying planes against Isis",against,6a74a7e0-ad4b-11e4-9a23-0b6010caa867,5a8add40-ad4b-11e4-9a23-0b6010caa867
1477,Jordan's King Abdullah II will participate in air strikes against ISIS,"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",against,a82252b0-ad53-11e4-9a23-0b6010caa867,5a8add40-ad4b-11e4-9a23-0b6010caa867
1497,Robert Plant ripped up an 800 million contract offer to reunite Led Zeppelin,Robert Plant ripped up 800M Led Zeppelin reunion contract,for,8eece500-68fa-11e4-b528-9d5aa2d2e8e7,9ff81aa0-68f9-11e4-b528-9d5aa2d2e8e7
1498,Robert Plant ripped up an 800 million contract offer to reunite Led Zeppelin,Robert Plant Literally Ripped Up An 800 Million Contract To Reunite Led Zeppelin,for,cf6d5880-68fa-11e4-b528-9d5aa2d2e8e7,9ff81aa0-68f9-11e4-b528-9d5aa2d2e8e7
1499,Robert Plant ripped up an 800 million contract offer to reunite Led Zeppelin,Robert Plant Reportedly Tears Up 800 Million Led Zeppelin Reunion Contract,observing,119f4c90-68fb-11e4-b528-9d5aa2d2e8e7,9ff81aa0-68f9-11e4-b528-9d5aa2d2e8e7
1500,Robert Plant ripped up an 800 million contract offer to reunite Led Zeppelin,Rumor Robert Plant Ripped Up 800 Million Contract To Reunite Led Zeppelin Called Rubbish,against,a4a15760-68f9-11e4-b528-9d5aa2d2e8e7,9ff81aa0-68f9-11e4-b528-9d5aa2d2e8e7
1501,Robert Plant ripped up an 800 million contract offer to reunite Led Zeppelin,"Led Zeppelin Reunion: Robert Plant Rips Up 300 Million Contract, Refuses To Rejoin Legendary Band",for,36681bb0-68fb-11e4-b528-9d5aa2d2e8e7,9ff81aa0-68f9-11e4-b528-9d5aa2d2e8e7
1502,Robert Plant ripped up an 800 million contract offer to reunite Led Zeppelin,Led Zeppelin's Robert Plant ripped up a 924 million reunion contract,for,c50fb090-68fa-11e4-b528-9d5aa2d2e8e7,9ff81aa0-68f9-11e4-b528-9d5aa2d2e8e7
1503,Robert Plant ripped up an 800 million contract offer to reunite Led Zeppelin,"it is rubbish that Robert Plant turned down 500m Led Zeppelin reformation offer, says publicist",against,b3fe9970-68f9-11e4-b528-9d5aa2d2e8e7,9ff81aa0-68f9-11e4-b528-9d5aa2d2e8e7
1504,Robert Plant ripped up an 800 million contract offer to reunite Led Zeppelin,"No, Robert Plant did not Rip Up an 800 Million Contract",against,75231170-68fb-11e4-b528-9d5aa2d2e8e7,9ff81aa0-68f9-11e4-b528-9d5aa2d2e8e7
1505,Lego sent a letter to parents in the 1970s that had a powerful message about gender equality,That powerful Lego letter to parents from the 1970s? it is real,for,aa5b5f00-7409-11e4-99be-fb3662a4a6dd,1b49da30-7409-11e4-99be-fb3662a4a6dd
1506,Lego sent a letter to parents in the 1970s that had a powerful message about gender equality,"These LEGO Instructions from 1974 Are Awesome And Yes, they are Real",for,3245fce0-740a-11e4-99be-fb3662a4a6dd,1b49da30-7409-11e4-99be-fb3662a4a6dd
1507,Lego sent a letter to parents in the 1970s that had a powerful message about gender equality,"These egalitarian Lego instructions from the 1970s are pretty cool, but are they real?",observing,a2574200-740a-11e4-99be-fb3662a4a6dd,1b49da30-7409-11e4-99be-fb3662a4a6dd
1508,Lego sent a letter to parents in the 1970s that had a powerful message about gender equality,A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,for,a53418a0-7409-11e4-99be-fb3662a4a6dd,1b49da30-7409-11e4-99be-fb3662a4a6dd
1509,Lego sent a letter to parents in the 1970s that had a powerful message about gender equality,"Forty years ago, Lego wrote a powerful letter to parents about how gender works",for,83462ee0-7409-11e4-99be-fb3662a4a6dd,1b49da30-7409-11e4-99be-fb3662a4a6dd
1510,Lego sent a letter to parents in the 1970s that had a powerful message about gender equality,This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,for,4bab6950-7409-11e4-99be-fb3662a4a6dd,1b49da30-7409-11e4-99be-fb3662a4a6dd
1511,Lego sent a letter to parents in the 1970s that had a powerful message about gender equality,Letter From LEGO To Parents In The 70s Makes An Important Point About Gender,for,89a495b0-7409-11e4-99be-fb3662a4a6dd,1b49da30-7409-11e4-99be-fb3662a4a6dd
1512,Lego sent a letter to parents in the 1970s that had a powerful message about gender equality,Lego letter from the 1970s still offers a powerful message to parents 40 years later,for,7e9291e0-7409-11e4-99be-fb3662a4a6dd,1b49da30-7409-11e4-99be-fb3662a4a6dd
1513,Lego sent a letter to parents in the 1970s that had a powerful message about gender equality,Lego letter to parents in 1974 on gender equality still resonates 40 years on,for,26be4950-7409-11e4-99be-fb3662a4a6dd,1b49da30-7409-11e4-99be-fb3662a4a6dd
1514,Lenovo will make a bid to buy Blackberry,BlackBerry shares up after unconfirmed report on possible Lenovo bid,observing,6f412c30-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1515,Lenovo will make a bid to buy Blackberry,BlackBerry BBRY Could Receive An Offer By Cash-Rich Lenovo As Early As This Week: Report,observing,8e083370-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1516,Lenovo will make a bid to buy Blackberry,EXCLUSIVE: Lenovo Could Make An Offer For BlackBerry As Early As This Week,observing,824a3830-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1517,Lenovo will make a bid to buy Blackberry,Lenovo resumes efforts to acquire struggling phone maker BlackBerry,observing,86ccb310-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1518,Lenovo will make a bid to buy Blackberry,Lenovo Could Make A Bid For BlackBerry Rumor,observing,92059fd0-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1519,Lenovo will make a bid to buy Blackberry,Lenovo tipped to make a bid for BlackBerry this week,observing,7253c360-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1520,Lenovo will make a bid to buy Blackberry,Lenovo might be eyeing up BlackBerry... again,observing,7d412830-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1521,Lenovo will make a bid to buy Blackberry,"Lenovo Still Wants to Buy BlackBerry and Will Try Again, Source Suggests",observing,972719d0-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1522,Lenovo will make a bid to buy Blackberry,Lenovo ready to bid for Blackberry - report,observing,8a9330f0-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1523,Lenovo will make a bid to buy Blackberry,Lenovo Looking To Buy BlackBerry Ltd REPORT,observing,777abba0-5869-11e4-aaf5-a1ddcfbcd5a9,3fc87670-5869-11e4-aaf5-a1ddcfbcd5a9
1524,LG will supply the screens for the Apple Watch that goes on sale in April,Rumor: Apple Watch Screens To Be Supplied By LG Display And Samsung Display,observing,04376f30-c20e-11e4-8747-5b024dd6dd6c,b1fd5310-c20d-11e4-8747-5b024dd6dd6c
1525,LG will supply the screens for the Apple Watch that goes on sale in April,"LG Display, Samsung unit to supply Apple Watch screens: Report",observing,09b9bbf0-c210-11e4-8747-5b024dd6dd6c,b1fd5310-c20d-11e4-8747-5b024dd6dd6c
1526,LG will supply the screens for the Apple Watch that goes on sale in April,"LG Display, Samsung unit to supply Apple Watch screens: South Korea paper",observing,e8484aa0-c20e-11e4-8747-5b024dd6dd6c,b1fd5310-c20d-11e4-8747-5b024dd6dd6c
1527,LG will supply the screens for the Apple Watch that goes on sale in April,Samsung Rumoured to be Supplying the Screens for Apple Watch... Mk II,observing,3a815fe0-c210-11e4-8747-5b024dd6dd6c,b1fd5310-c20d-11e4-8747-5b024dd6dd6c
1528,LG will supply the screens for the Apple Watch that goes on sale in April,"LG Display, Samsung unit to supply Apple Watch screens: South Korea paper",observing,fcf89370-c20d-11e4-8747-5b024dd6dd6c,b1fd5310-c20d-11e4-8747-5b024dd6dd6c
1529,LG will be the sole supplier of OLED displays for the Apple Watch,LG will be sole supplier of Apple Watch display,for,452813c0-c289-11e4-8747-5b024dd6dd6c,354b4170-c289-11e4-8747-5b024dd6dd6c
1530,LG will be the sole supplier of OLED displays for the Apple Watch,LG to make millions of flexible Plastic OLED displays for the Apple Watch,for,8a718100-c289-11e4-8747-5b024dd6dd6c,354b4170-c289-11e4-8747-5b024dd6dd6c
1531,Former Cosby Show actor Lisa Bonet tweeted about the accusations against Bill Cosby,"Twitter messages attributed to Lisa Bonet was hoax, manager says",against,5224b0c0-737d-11e4-99be-fb3662a4a6dd,67a716a0-737c-11e4-99be-fb3662a4a6dd
1532,Former Cosby Show actor Lisa Bonet tweeted about the accusations against Bill Cosby,Lisa Bonet Did NOT Send Cryptic Tweet About Bill Cosby Twitter Account Fake,against,c8eae120-737d-11e4-99be-fb3662a4a6dd,67a716a0-737c-11e4-99be-fb3662a4a6dd
1533,Former Cosby Show actor Lisa Bonet tweeted about the accusations against Bill Cosby,Purported Lisa Bonet Twitter Account Suspended After Cryptic Cosby Tweet,observing,0dd31100-737d-11e4-99be-fb3662a4a6dd,67a716a0-737c-11e4-99be-fb3662a4a6dd
1534,Former Cosby Show actor Lisa Bonet tweeted about the accusations against Bill Cosby,Fake Lisa Bonet Tweet on Cosby Scandal Fools Major Media Outlets,against,58decc20-737d-11e4-99be-fb3662a4a6dd,67a716a0-737c-11e4-99be-fb3662a4a6dd
1535,Former Cosby Show actor Lisa Bonet tweeted about the accusations against Bill Cosby,Lisa Bonet Denies Slamming Bill Cosby on Twitter,against,6e8b7650-737c-11e4-99be-fb3662a4a6dd,67a716a0-737c-11e4-99be-fb3662a4a6dd
1536,Former Cosby Show actor Lisa Bonet tweeted about the accusations against Bill Cosby,"Lisa Bonet Tweet About Bill Cosby Sent From Fake Account, Manager Confirms",against,5619ea50-737e-11e4-99be-fb3662a4a6dd,67a716a0-737c-11e4-99be-fb3662a4a6dd
1553,McDonald's will stop serving overweight customers,McDonald's Will Stop Serving Overweight Customers Beginning 1115,for,c622cb90-8775-11e4-b1b5-4f1bd36cbfc6,5e0b9be0-8775-11e4-b1b5-4f1bd36cbfc6
1554,McDonald's will stop serving overweight customers,Fake-News: McDonald's Will Stop Serving Overweight Customers,against,b7bd7e10-8775-11e4-b1b5-4f1bd36cbfc6,5e0b9be0-8775-11e4-b1b5-4f1bd36cbfc6
1555,McDonald's will stop serving overweight customers,MCDONALD'S WILL STOP SERVING OVERWEIGHT CUSTOMERS BEGINNING 1115,for,7970be00-8776-11e4-b1b5-4f1bd36cbfc6,5e0b9be0-8775-11e4-b1b5-4f1bd36cbfc6
1556,McDonald's will stop serving overweight customers,"McDonald's to Stop Serving Overweight Customers in January? Nope, 1152015 Story is Fake",against,2453f450-8776-11e4-b1b5-4f1bd36cbfc6,5e0b9be0-8775-11e4-b1b5-4f1bd36cbfc6
1557,Rap artist Macklemore joined ISIS,Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,against,c0ae6260-b9c4-11e4-b073-ed15c88bfa1e,92376530-b9c4-11e4-b073-ed15c88bfa1e
1558,Rap artist Macklemore joined ISIS,People On Twitter Think Macklemore Has Joined ISIS,observing,2e023860-b9c9-11e4-b073-ed15c88bfa1e,92376530-b9c4-11e4-b073-ed15c88bfa1e
1559,Rap artist Macklemore joined ISIS,Macklemore Gets Twitter-Trolled with the MacklemoreJoinedISIS,against,bd070540-b9c4-11e4-b073-ed15c88bfa1e,92376530-b9c4-11e4-b073-ed15c88bfa1e
1560,Magic mushrooms were found in a Buckingham Palace garden,Magic mushroom found growing at Buckingham Palace,for,1a9c0c80-83f8-11e4-b1b5-4f1bd36cbfc6,88778ae0-83c1-11e4-b1b5-4f1bd36cbfc6
1561,Magic mushrooms were found in a Buckingham Palace garden,Now that is a Royal trip Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,for,dbce0b50-83f4-11e4-b1b5-4f1bd36cbfc6,88778ae0-83c1-11e4-b1b5-4f1bd36cbfc6
1562,Magic mushrooms were found in a Buckingham Palace garden,Psychoactive magic mushroom found in grounds of Buckingham Palace,for,d76b2660-83f4-11e4-b1b5-4f1bd36cbfc6,88778ae0-83c1-11e4-b1b5-4f1bd36cbfc6
1563,Magic mushrooms were found in a Buckingham Palace garden,Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh,for,e84d0ca0-83f4-11e4-b1b5-4f1bd36cbfc6,88778ae0-83c1-11e4-b1b5-4f1bd36cbfc6
1564,Magic mushrooms were found in a Buckingham Palace garden,Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,for,1dc34480-83f5-11e4-b1b5-4f1bd36cbfc6,88778ae0-83c1-11e4-b1b5-4f1bd36cbfc6
1565,Magic mushrooms were found in a Buckingham Palace garden,Magic mushrooms found at Buckingham Palace,for,abc1f760-83c1-11e4-b1b5-4f1bd36cbfc6,88778ae0-83c1-11e4-b1b5-4f1bd36cbfc6
1566,Magic mushrooms were found in a Buckingham Palace garden,Her Majesty's magic mushrooms,for,b209f000-83c1-11e4-b1b5-4f1bd36cbfc6,88778ae0-83c1-11e4-b1b5-4f1bd36cbfc6
1567,Magic mushrooms were found in a Buckingham Palace garden,Magic Mushrooms Found on Buckingham Palace Grounds,for,a78a6830-83c1-11e4-b1b5-4f1bd36cbfc6,88778ae0-83c1-11e4-b1b5-4f1bd36cbfc6
1568,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,Electric shock turns Russian boy into Marvel's Magneto,for,b70ee9b0-702b-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1569,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,Isilkulskom student has gained superhero powers after shock,for,8c34fe80-702d-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1570,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,"Meet Magneto Boy, the kid who attracts metal with his body",for,80a29200-702b-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1571,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,Omsk schoolboy turned into a man-magnet after shock,for,3da91d50-702d-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1572,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,"This boy nearly died, now he has a superpower like Marvel's Magneto",for,baa779c0-702b-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1573,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,Schoolboy who got electric shock from lamppost claims he now has magnetic powers,observing,78b7c200-702f-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1574,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,Boy who suffered powerful electric shock claims he now has superpowers like X-Men's Magneto as metal objects stick to him,observing,b3fd63f0-702b-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1575,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,Meet the X-BOY: Electric shock turns kid into MAGNETO,for,ac4ed670-702b-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1576,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,Real-life Magneto boy becomes living magnet after getting massive electric shock from street lamp,for,a66a5a90-702b-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1577,A Russian boy attracts metal objects with his body after being hit with jolt of electricity,Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,observing,a6a750d0-705d-11e4-8e10-b9c720c188ba,7b85fa00-702b-11e4-8e10-b9c720c188ba
1578,A man was removed from an American Airlines flight after he became upset due to being wished a Merry Christmas by the crew,Man Kicked Off Flight Thanks to His Burning Hatred for Christmas,for,605e4f60-8c60-11e4-9799-c7e75be2bcad,241c6ff0-8c60-11e4-9799-c7e75be2bcad
1579,A man was removed from an American Airlines flight after he became upset due to being wished a Merry Christmas by the crew,Passenger Gets Kicked Off Plane After Merry Christmas Meltdown,for,aa2664f0-8c76-11e4-9799-c7e75be2bcad,241c6ff0-8c60-11e4-9799-c7e75be2bcad
1580,A man was removed from an American Airlines flight after he became upset due to being wished a Merry Christmas by the crew,Airline passenger freaks out over crew's Merry Christmas greeting,for,45e325d0-8c64-11e4-9799-c7e75be2bcad,241c6ff0-8c60-11e4-9799-c7e75be2bcad
1581,A man was removed from an American Airlines flight after he became upset due to being wished a Merry Christmas by the crew,Passenger tossed after flipping out over staff's Merry Christmas,for,60ee3350-8c60-11e4-9799-c7e75be2bcad,241c6ff0-8c60-11e4-9799-c7e75be2bcad
1582,A man was removed from an American Airlines flight after he became upset due to being wished a Merry Christmas by the crew,"Passenger headed to Dallas rages over Merry Christmas, removed from plane",for,a34623f0-8c76-11e4-9799-c7e75be2bcad,241c6ff0-8c60-11e4-9799-c7e75be2bcad
1583,A man was removed from an American Airlines flight after he became upset due to being wished a Merry Christmas by the crew,Man removed from plane over Christmas greeting dispute,for,fefa6820-8d6e-11e4-9799-c7e75be2bcad,241c6ff0-8c60-11e4-9799-c7e75be2bcad
1584,A man was removed from an American Airlines flight after he became upset due to being wished a Merry Christmas by the crew,Man kicked off flight after Merry Christmas greeting sets him off,for,55847b20-8c77-11e4-9799-c7e75be2bcad,241c6ff0-8c60-11e4-9799-c7e75be2bcad
1585,A man was removed from an American Airlines flight after he became upset due to being wished a Merry Christmas by the crew,Angry Passenger Tossed Off Plane after Crew Wishes Him Merry Christmas,for,6914fe10-8c60-11e4-9799-c7e75be2bcad,241c6ff0-8c60-11e4-9799-c7e75be2bcad
1586,A man was removed from an American Airlines flight after he became upset due to being wished a Merry Christmas by the crew,American Airlines boots man from plane after Merry Christmas prompts meltdown,for,984f2230-8c76-11e4-9799-c7e75be2bcad,241c6ff0-8c60-11e4-9799-c7e75be2bcad
1587,The Indian government fired an employee who had not been to work in 24 years,Government employee fired after skipping work for 24 years,for,a0639dd0-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
1588,The Indian government fired an employee who had not been to work in 24 years,Government fires employee who skipped work for 24 years,for,88747320-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
1589,The Indian government fired an employee who had not been to work in 24 years,CPWD official sacked for absence from duty for 25 years,for,7e1f56b0-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
1590,The Indian government fired an employee who had not been to work in 24 years,Govt fires employee who skipped work for 24 years,for,8e43b950-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
1591,The Indian government fired an employee who had not been to work in 24 years,Government fires employee who skipped work for 24 years,for,839c5e30-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
1592,The Indian government fired an employee who had not been to work in 24 years,Indian civil servant sacked after 24-year sickie,for,adca6710-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
1593,The Indian government fired an employee who had not been to work in 24 years,An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,for,99ea34f0-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
1594,The Indian government fired an employee who had not been to work in 24 years,Man who skipped work for 24 years is finally fired,for,a6488ee0-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
1595,The Indian government fired an employee who had not been to work in 24 years,Indian worker sacked after going on leave for 24 years,for,87d48240-98f8-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
1596,The Indian government fired an employee who had not been to work in 24 years,"Absent from duty for 25 years, CPWD official dismissed",for,9412ff80-98f5-11e4-bf59-1bb8b99952ce,bceeb110-98f0-11e4-bf59-1bb8b99952ce
