,claimHeadline,articleHeadline,claimId,articleId,articleHeadlineStance
1316,Israel caused flooding in Gaza by opening river dams,The Flood Libel Propagandists of 2015,3d27a920-bc5c-11e4-b073-ed15c88bfa1e,be182a80-bc5e-11e4-b073-ed15c88bfa1e,against
1317,Israel caused flooding in Gaza by opening river dams,Hundreds of Palestinians flee floods in Gaza as Israel opens dams,3d27a920-bc5c-11e4-b073-ed15c88bfa1e,9c47ecd0-bc5c-11e4-b073-ed15c88bfa1e,for
1318,Israel caused flooding in Gaza by opening river dams,Israel denies causing Gaza floods by opening dams,3d27a920-bc5c-11e4-b073-ed15c88bfa1e,5859d460-bc5d-11e4-b073-ed15c88bfa1e,against
1319,Israel caused flooding in Gaza by opening river dams,Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,3d27a920-bc5c-11e4-b073-ed15c88bfa1e,cf7e6680-bc5f-11e4-b073-ed15c88bfa1e,for
1320,Italian fishermen caught a 280-pound catfish,Italian fisherman catches monstrous 280-pound catfish,75662380-bd32-11e4-b073-ed15c88bfa1e,968f24b0-bd34-11e4-b073-ed15c88bfa1e,for
1321,Italian fishermen caught a 280-pound catfish,Caught a catfish record in Po: 127 kg and 2.67 meters,75662380-bd32-11e4-b073-ed15c88bfa1e,df162630-bd33-11e4-b073-ed15c88bfa1e,for
1322,Italian fishermen caught a 280-pound catfish,Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,75662380-bd32-11e4-b073-ed15c88bfa1e,a61f5da0-bd34-11e4-b073-ed15c88bfa1e,for
1323,Italian fishermen caught a 280-pound catfish,Italian catches huge wels catfish is it a record?,75662380-bd32-11e4-b073-ed15c88bfa1e,a5826c40-bd32-11e4-b073-ed15c88bfa1e,for
1324,Italian fishermen caught a 280-pound catfish,Enormous 20-stone catfish caught with fishing rod in Italy after 40-minute boat battle,75662380-bd32-11e4-b073-ed15c88bfa1e,c4fcac00-bd34-11e4-b073-ed15c88bfa1e,for
1325,Italian fishermen caught a 280-pound catfish,"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",75662380-bd32-11e4-b073-ed15c88bfa1e,b229cb30-bd34-11e4-b073-ed15c88bfa1e,for
1326,Italian fishermen caught a 280-pound catfish,Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,75662380-bd32-11e4-b073-ed15c88bfa1e,b80dd1e0-bd34-11e4-b073-ed15c88bfa1e,for
1327,Italian fishermen caught a 280-pound catfish,Monster catfish which looks big enough to swallow a man whole caught in Italy,75662380-bd32-11e4-b073-ed15c88bfa1e,ac1f02a0-bd34-11e4-b073-ed15c88bfa1e,for
1328,Italian fishermen caught a 280-pound catfish,Surreal Photos of Fisherman's Jaw-Dropping Catch Will Likely Have People Wondering If It's Real,75662380-bd32-11e4-b073-ed15c88bfa1e,bc9ad410-bd34-11e4-b073-ed15c88bfa1e,observing
1329,An nun in an Italian convent gave birth to a child,"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",ca528da0-a434-11e4-aa4f-ff16e52e0d56,ee722f00-a435-11e4-aa4f-ff16e52e0d56,for
1330,An nun in an Italian convent gave birth to a child,Nun who gave birth had no idea she was pregnant,ca528da0-a434-11e4-aa4f-ff16e52e0d56,b76885e0-a435-11e4-aa4f-ff16e52e0d56,for
1331,An nun in an Italian convent gave birth to a child,"Nun gives birth, intends to keep baby",ca528da0-a434-11e4-aa4f-ff16e52e0d56,d1887dd0-a436-11e4-aa4f-ff16e52e0d56,for
1332,An nun in an Italian convent gave birth to a child,Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,ca528da0-a434-11e4-aa4f-ff16e52e0d56,f679b1f0-a435-11e4-aa4f-ff16e52e0d56,for
1333,An nun in an Italian convent gave birth to a child,Cloistered nun has a stomach ache hospital gives birth to a baby Google Translate,ca528da0-a434-11e4-aa4f-ff16e52e0d56,5e2da870-a435-11e4-aa4f-ff16e52e0d56,for
1334,An nun in an Italian convent gave birth to a child,Nun complains of stomach pains... and GIVES BIRTH: Sister who had no idea she was pregnant has a baby boy at hospital in Italy,ca528da0-a434-11e4-aa4f-ff16e52e0d56,f55f36b0-a434-11e4-aa4f-ff16e52e0d56,for
1335,An nun in an Italian convent gave birth to a child,Nun gives birth to surprise baby after complaining of stomach pains,ca528da0-a434-11e4-aa4f-ff16e52e0d56,9f54e340-a435-11e4-aa4f-ff16e52e0d56,for
1336,An nun in an Italian convent gave birth to a child,Nun gives birth to surprise baby after complaining of stomach pains,ca528da0-a434-11e4-aa4f-ff16e52e0d56,dc363700-a435-11e4-aa4f-ff16e52e0d56,for
1337,An nun in an Italian convent gave birth to a child,Nun has surprise baby after complaining of stomach pains,ca528da0-a434-11e4-aa4f-ff16e52e0d56,e0f78fa0-a435-11e4-aa4f-ff16e52e0d56,observing
1338,An nun in an Italian convent gave birth to a child,Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains had no idea she was pregnant,ca528da0-a434-11e4-aa4f-ff16e52e0d56,ece6f090-a434-11e4-aa4f-ff16e52e0d56,for
1339,An nun in an Italian convent gave birth to a child,Wayward sister nun the wiser about baby,ca528da0-a434-11e4-aa4f-ff16e52e0d56,cea4db50-a435-11e4-aa4f-ff16e52e0d56,for
1340,An nun in an Italian convent gave birth to a child,Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,ca528da0-a434-11e4-aa4f-ff16e52e0d56,e8a5a7f0-a435-11e4-aa4f-ff16e52e0d56,for
1341,An nun in an Italian convent gave birth to a child,Cloistered nun gives birth to a baby The convent: There is a sister Google Translate,ca528da0-a434-11e4-aa4f-ff16e52e0d56,f990f980-a434-11e4-aa4f-ff16e52e0d56,observing
1342,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John identified as British man from West London,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,695e0900-bdb8-11e4-b073-ed15c88bfa1e,for
1343,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John identified: ISIS killer named as Mohammed Emwazi from West London,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,76e109a0-bdb4-11e4-b073-ed15c88bfa1e,for
1344,Jihadi John is a Londoner named Mohammed Emwazi,Media outlets identify Jihadi John,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,7b7b5240-bdb4-11e4-b073-ed15c88bfa1e,observing
1345,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John named as London man,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,c4e00990-bdb3-11e4-b073-ed15c88bfa1e,for
1346,Jihadi John is a Londoner named Mohammed Emwazi,ISIS executioner Jihadi John identified as Mohammed Emwazi,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,e3068b10-bdb3-11e4-b073-ed15c88bfa1e,for
1347,Jihadi John is a Londoner named Mohammed Emwazi,ISIS Militant Jihadi John Identified As Young West Londoner,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,83085bc0-bdb9-11e4-b073-ed15c88bfa1e,for
1348,Jihadi John is a Londoner named Mohammed Emwazi,"UPDATED Jihadi John identified as Mohammed Emwazi of London, reports say",dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,801350f0-bdb4-11e4-b073-ed15c88bfa1e,observing
1349,Jihadi John is a Londoner named Mohammed Emwazi,Islamic State killer Jihadi John named as Mohammed Emwazi,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,b48c8e60-bdb8-11e4-b073-ed15c88bfa1e,for
1350,Jihadi John is a Londoner named Mohammed Emwazi,We'll only feel closure when there's a bullet between his eyes: Daughter of British hostage beheaded by Jihadi John speaks out as killer is finally unmasked - but how DID he slip through the net?,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,ddfa6dd0-bdb3-11e4-b073-ed15c88bfa1e,for
1351,Jihadi John is a Londoner named Mohammed Emwazi,ISIS executioner Jihadi John named by media,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,0df02980-bdb9-11e4-b073-ed15c88bfa1e,observing
1352,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John UNMASKED: Islamic State killer NAMED as west London graduate Mohammed Emwazi,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,02865b00-bdb4-11e4-b073-ed15c88bfa1e,for
1353,Jihadi John is a Londoner named Mohammed Emwazi,Identity of ISIS terrorist known as Jihadi John reportedly revealed,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,0ca35070-bdb4-11e4-b073-ed15c88bfa1e,observing
1354,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John: Isis fighter named as Mohammed Emwazi from west London,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,ba20b9a0-bdb3-11e4-b073-ed15c88bfa1e,for
1355,Jihadi John is a Londoner named Mohammed Emwazi,Mohammed Emwazi: Man identified as Isis killer Jihadi John was stopped by MI5 while on safari holiday in Africa in 2010,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,824b42c0-bdb8-11e4-b073-ed15c88bfa1e,for
1356,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,07c484c0-bdb4-11e4-b073-ed15c88bfa1e,for
1357,Jihadi John is a Londoner named Mohammed Emwazi,ISIS Executioner Jihadi John Is Named as Mohammed Emwazi,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,6fe97340-bdb8-11e4-b073-ed15c88bfa1e,for
1358,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John in ISIS Videos Is Identified as Mohammed Emwazi of London,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,1ab797c0-bdb4-11e4-b073-ed15c88bfa1e,for
1359,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John named as Mohammed Emwazi from London,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,90a01580-bdb8-11e4-b073-ed15c88bfa1e,for
1360,Jihadi John is a Londoner named Mohammed Emwazi,"Jihadi John named as Mohammed Emwazi, from west London",dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,d8e995a0-bdb3-11e4-b073-ed15c88bfa1e,for
1361,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John identity revealed as Mohammed Emwazi: live,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,b45013e0-bdb3-11e4-b073-ed15c88bfa1e,for
1362,Jihadi John is a Londoner named Mohammed Emwazi,Media reports identify Londoner as Islamic State's Jihadi John,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,fd93e040-bdb3-11e4-b073-ed15c88bfa1e,observing
1363,Jihadi John is a Londoner named Mohammed Emwazi,Islamic State militant Jihadi John identified by media,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,bf31dff0-bdb3-11e4-b073-ed15c88bfa1e,observing
1364,Jihadi John is a Londoner named Mohammed Emwazi,Jihadi John: Islamic State killer is identified as Londoner Mohammed Emwazi,dea6f6f0-bdb2-11e4-b073-ed15c88bfa1e,8c9072f0-bdb3-11e4-b073-ed15c88bfa1e,for
1365,ISIS fighter Jihadi John was injured in an airstrike,IS executioner Jihadi John injured in air strike: reports,e31f4890-6d35-11e4-8e10-b9c720c188ba,6718d620-6d36-11e4-8e10-b9c720c188ba,observing
1366,ISIS fighter Jihadi John was injured in an airstrike,JIHADI JOHN WHO BEHEADED JAMES FOLEY WOUNDED IN US AIRSTRIKE,e31f4890-6d35-11e4-8e10-b9c720c188ba,07296620-6d37-11e4-8e10-b9c720c188ba,observing
1367,ISIS fighter Jihadi John was injured in an airstrike,The ISIS Executioner Who Killed 4 Hostages May Have Been Wounded In Airstrikes,e31f4890-6d35-11e4-8e10-b9c720c188ba,a34745e0-6d3c-11e4-8e10-b9c720c188ba,observing
1368,ISIS fighter Jihadi John was injured in an airstrike,EXCLUSIVE: Got him Jihadi John is wounded in US airstrike that killed 10 top ISIS commanders at secret bunker meeting in Iraq,e31f4890-6d35-11e4-8e10-b9c720c188ba,e88b8730-6d35-11e4-8e10-b9c720c188ba,observing
1369,ISIS fighter Jihadi John was injured in an airstrike,ISIS executioner Jihadi John reported wounded in air strike UK investigating,e31f4890-6d35-11e4-8e10-b9c720c188ba,5a4a7c50-6d36-11e4-8e10-b9c720c188ba,observing
1370,ISIS fighter Jihadi John was injured in an airstrike,Jihadi John Injured? ISIS Executioner May Have Been Wounded In US Airstrike: Report,e31f4890-6d35-11e4-8e10-b9c720c188ba,8908bbb0-6d36-11e4-8e10-b9c720c188ba,observing
1371,ISIS fighter Jihadi John was injured in an airstrike,Isis: Masked Executioner Jihadi John Injured in US Led Airstrikes in Iraq,e31f4890-6d35-11e4-8e10-b9c720c188ba,2398c1c0-6d37-11e4-8e10-b9c720c188ba,for
1372,ISIS fighter Jihadi John was injured in an airstrike,British terrorist Jihadi John injured in airstrike close to Syrian border,e31f4890-6d35-11e4-8e10-b9c720c188ba,51185c10-6d36-11e4-8e10-b9c720c188ba,observing
1373,ISIS fighter Jihadi John was injured in an airstrike,ISIS executioner Jihadi John allegedly wounded by U.S.-led air strike: report,e31f4890-6d35-11e4-8e10-b9c720c188ba,fec432d0-6d36-11e4-8e10-b9c720c188ba,observing
1374,ISIS fighter Jihadi John was injured in an airstrike,UK looking into reports IS beheading suspect wounded,e31f4890-6d35-11e4-8e10-b9c720c188ba,3bee32e0-6d38-11e4-8e10-b9c720c188ba,observing
1375,ISIS fighter Jihadi John was injured in an airstrike,Jihadi John reportedly wounded in airstrike,e31f4890-6d35-11e4-8e10-b9c720c188ba,551d4280-6d36-11e4-8e10-b9c720c188ba,observing
1376,Kim Jong Un broke both of his ankles,Kim Jong-un Had Surgery on Fractured Ankles,476ad630-48d7-11e4-9960-a165dd517bbb,f1a154f0-48da-11e4-9960-a165dd517bbb,observing
1377,Kim Jong Un broke both of his ankles,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,476ad630-48d7-11e4-9960-a165dd517bbb,466f1700-4e3b-11e4-949b-f14041b20838,for
1378,Kim Jong Un broke both of his ankles,Kim Had Ankle Surgery: Source,476ad630-48d7-11e4-9960-a165dd517bbb,7189edc0-54c6-11e4-b6a0-9705a8f94440,observing
1379,Kim Jong Un broke both of his ankles,"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",476ad630-48d7-11e4-9960-a165dd517bbb,4ca22220-48d7-11e4-9960-a165dd517bbb,observing
1380,Kim Jong Un broke both of his ankles,Kim Jong-un is so fat from eating cheese that he has broken his ankles,476ad630-48d7-11e4-9960-a165dd517bbb,1703cbc0-497a-11e4-9960-a165dd517bbb,observing
1381,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong-un's mystery illness actually two broken ankles, newspaper says",476ad630-48d7-11e4-9960-a165dd517bbb,53d8e030-48da-11e4-9960-a165dd517bbb,observing
1382,Kim Jong Un broke both of his ankles,Cheese addiction breaks Kim Jong-un's ankles,476ad630-48d7-11e4-9960-a165dd517bbb,85997500-4dba-11e4-949b-f14041b20838,for
1383,Kim Jong Un broke both of his ankles,South Korea: Kim Jong Un had ankle surgery to remove cyst,476ad630-48d7-11e4-9960-a165dd517bbb,bfdda440-5fc4-11e4-9195-d1e79a11f507,for
1384,Kim Jong Un broke both of his ankles,Kim Jong-Un in hospital with two fractured ankles after ballooning to around 20 stone and going on numerous meet the people walkabout PR stunts,476ad630-48d7-11e4-9960-a165dd517bbb,aae7f970-48d9-11e4-9960-a165dd517bbb,observing
1385,Kim Jong Un broke both of his ankles,Report claims Kim Jong-un underwent surgery to repair fractured ankles,476ad630-48d7-11e4-9960-a165dd517bbb,eef36870-48d9-11e4-9960-a165dd517bbb,observing
1386,Kim Jong Un broke both of his ankles,Kim Jong-un: North Korean leader recovering from ankle surgery,476ad630-48d7-11e4-9960-a165dd517bbb,d1bb3e90-48d9-11e4-9960-a165dd517bbb,observing
1387,Kim Jong Un broke both of his ankles,North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,476ad630-48d7-11e4-9960-a165dd517bbb,b01affa0-48d9-11e4-9960-a165dd517bbb,for
1388,Kim Jong Un broke both of his ankles,"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",476ad630-48d7-11e4-9960-a165dd517bbb,f6771fb0-4979-11e4-9960-a165dd517bbb,observing
1389,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong-un not missing, just having ankle surgery",476ad630-48d7-11e4-9960-a165dd517bbb,1b681040-497a-11e4-9960-a165dd517bbb,for
1390,Kim Jong Un broke both of his ankles,Kim Jong-un so fat he has fractured his ankles,476ad630-48d7-11e4-9960-a165dd517bbb,b27c7990-4979-11e4-9960-a165dd517bbb,observing
1391,Kim Jong Un broke both of his ankles,Kim Jong-un So Fat He Injured His Ankles,476ad630-48d7-11e4-9960-a165dd517bbb,122f1230-497a-11e4-9960-a165dd517bbb,for
1392,Kim Jong Un broke both of his ankles,Four theories on what may be ailing Kim Jong-un,476ad630-48d7-11e4-9960-a165dd517bbb,b75e1980-497b-11e4-9960-a165dd517bbb,observing
1393,Kim Jong Un broke both of his ankles,Kim Jong-un: obese leader fractured both ankles,476ad630-48d7-11e4-9960-a165dd517bbb,1fb23d10-497a-11e4-9960-a165dd517bbb,observing
1394,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong Un had ankle surgery, report says",476ad630-48d7-11e4-9960-a165dd517bbb,395f0870-48d9-11e4-9960-a165dd517bbb,observing
1406,Kim Jong Un is drinking cobra wine to help restore his virility,Kim Jong-un relying on cobra wine after problems with trouser snake,1db46b20-74c5-11e4-99be-fb3662a4a6dd,22804b10-74c5-11e4-99be-fb3662a4a6dd,for
1407,Kim Jong Un is drinking cobra wine to help restore his virility,Kim Jong-un drinks rare snake wine to boost love life,1db46b20-74c5-11e4-99be-fb3662a4a6dd,73504fe0-74c5-11e4-99be-fb3662a4a6dd,for
1408,Kim Jong Un is drinking cobra wine to help restore his virility,Kim Jong-un necks litres of rare SNAKE wine because he's too fat to please his wife,1db46b20-74c5-11e4-99be-fb3662a4a6dd,7eb380f0-74c5-11e4-99be-fb3662a4a6dd,for
1409,Kim Jong Un is drinking cobra wine to help restore his virility,Snake wine to the rescue of Kim Jong-un's love life,1db46b20-74c5-11e4-99be-fb3662a4a6dd,1930c250-74c6-11e4-99be-fb3662a4a6dd,for
1410,Kim Jong Un is drinking cobra wine to help restore his virility,KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY,1db46b20-74c5-11e4-99be-fb3662a4a6dd,358765d0-74c6-11e4-99be-fb3662a4a6dd,for
1425,Jose Canseco was shot,Jose Canseco Accidentally Shoots Self in the Hand at Vegas Home,48a17fa0-5f0b-11e4-a887-2324afc3f9a8,bb9eaf30-5f0d-11e4-a887-2324afc3f9a8,for
1426,Jose Canseco was shot,ReportJose Canseco accidentally shot at his home tonight,48a17fa0-5f0b-11e4-a887-2324afc3f9a8,f8cfe290-5f0b-11e4-a887-2324afc3f9a8,observing
1427,Jose Canseco was shot,Jose Canseco shoots self in hand,48a17fa0-5f0b-11e4-a887-2324afc3f9a8,5dfd5b00-5f68-11e4-a887-2324afc3f9a8,for
1428,Jose Canseco was shot,Jose Canseco accidentally shot,48a17fa0-5f0b-11e4-a887-2324afc3f9a8,4d841be0-5f0b-11e4-a887-2324afc3f9a8,observing
1429,Jose Canseco was shot,Jose Canseco Accidentally Shot Himself in the Hand UPDATE - Shot Off Middle Finger,48a17fa0-5f0b-11e4-a887-2324afc3f9a8,1b4b7b70-5f0e-11e4-a887-2324afc3f9a8,for
1430,Jose Canseco was shot,Baseball star Jose Canseco hurt in accidental shooting,48a17fa0-5f0b-11e4-a887-2324afc3f9a8,72200ea0-5f0b-11e4-a887-2324afc3f9a8,for
1431,Jose Canseco was shot,Former Baseball Star Jose Canseco Accidentally Shot Himself In The Hand,48a17fa0-5f0b-11e4-a887-2324afc3f9a8,f4770fc0-5f0b-11e4-a887-2324afc3f9a8,for
1432,Jose Canseco was shot,Jose Canseco accidentally shot,48a17fa0-5f0b-11e4-a887-2324afc3f9a8,f003b010-5f0b-11e4-a887-2324afc3f9a8,observing
1433,Jose Canseco was shot,"Jose Canseco injured in accidental shooting, per reports",48a17fa0-5f0b-11e4-a887-2324afc3f9a8,fd87f6f0-5f0c-11e4-a887-2324afc3f9a8,observing
1434,Judd Nelson is dead,BREAKING: Brat Pack Judd Nelson Found Dead in Los Angeles Condo,858d0e80-5d48-11e4-a887-2324afc3f9a8,b8ec9b60-5d48-11e4-a887-2324afc3f9a8,for
1435,Judd Nelson is dead,"Don't Worry, The Breakfast Club Star Judd Nelson Is Not Dead",858d0e80-5d48-11e4-a887-2324afc3f9a8,8e907010-5d68-11e4-a887-2324afc3f9a8,against
1436,Judd Nelson is dead,Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,858d0e80-5d48-11e4-a887-2324afc3f9a8,befae660-5d48-11e4-a887-2324afc3f9a8,against
1437,Judd Nelson is dead,80s Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,858d0e80-5d48-11e4-a887-2324afc3f9a8,322d0270-5d68-11e4-a887-2324afc3f9a8,against
1438,Judd Nelson is dead,Judd Nelson Proof Of Life After Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo Updated,858d0e80-5d48-11e4-a887-2324afc3f9a8,4ba36960-5d68-11e4-a887-2324afc3f9a8,against
1439,Judd Nelson is dead,Judd Nelson isn't dead report is a hoax,858d0e80-5d48-11e4-a887-2324afc3f9a8,b23fc670-5d48-11e4-a887-2324afc3f9a8,against
1440,Judd Nelson is dead,Fake Fox News Website Reports Judd Nelson's Death for Some Reason,858d0e80-5d48-11e4-a887-2324afc3f9a8,c49e3330-5d4b-11e4-a887-2324afc3f9a8,against
1441,Kanye West has been banned from future awards shows,KANYE WEST BARRED FROM ALL FUTURE AWARDS SHOWS,84c1ce90-b163-11e4-9a23-0b6010caa867,907346b0-b163-11e4-9a23-0b6010caa867,for
1442,Kanye West has been banned from future awards shows,Kanye Banned,84c1ce90-b163-11e4-9a23-0b6010caa867,a1602970-b163-11e4-9a23-0b6010caa867,observing
1443,Kanye West has been banned from future awards shows,Have Kanye Kim Been Banned From Future Grammy Ceremonies?,84c1ce90-b163-11e4-9a23-0b6010caa867,95ca0180-b163-11e4-9a23-0b6010caa867,observing
1444,Kei Nishikori is the world's highest-paid tennis player,"Fowler Falls For Fake Website, Makes Crazy Claims About Tennis Star",457d0a90-a58a-11e4-aa4f-ff16e52e0d56,455d3110-a58b-11e4-aa4f-ff16e52e0d56,against
1445,Kei Nishikori is the world's highest-paid tennis player,Kei Nishikori Highest-Paid Tennis player in the World,457d0a90-a58a-11e4-aa4f-ff16e52e0d56,268c41f0-a58f-11e4-aa4f-ff16e52e0d56,for
1446,Kei Nishikori is the world's highest-paid tennis player,"Satire Website Fools ESPN, Kei Nishikori isn't highest paid tennis star",457d0a90-a58a-11e4-aa4f-ff16e52e0d56,7e5b4ca0-a58a-11e4-aa4f-ff16e52e0d56,against
1459,KFC restaurants in Colorado will start selling marijuana,YUM Serving Up Marijuana Fried Chicken,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c,897daa80-c2de-11e4-8747-5b024dd6dd6c,for
1460,KFC restaurants in Colorado will start selling marijuana,KFC Locations In Colorado To Begin Selling Marijuana,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c,7ca84bd0-c2de-11e4-8747-5b024dd6dd6c,for
1461,KFC restaurants in Colorado will start selling marijuana,KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c,147461d0-c2dd-11e4-8747-5b024dd6dd6c,for
1462,KFC restaurants in Colorado will start selling marijuana,"Sorry, KFC isn't going to be selling weed in Colorado restaurants",09e08eb0-c2dd-11e4-8747-5b024dd6dd6c,64aec0e0-c2de-11e4-8747-5b024dd6dd6c,against
1463,KFC restaurants in Colorado will start selling marijuana,KFC Marijuana Sales To Begin In Colorado? It's Unbelievable Literally,09e08eb0-c2dd-11e4-8747-5b024dd6dd6c,69fa5820-c2de-11e4-8747-5b024dd6dd6c,against
1464,KFC restaurants in Colorado will start selling marijuana,"If you really believed Colorado KFCs were selling pot, here's a reality check",09e08eb0-c2dd-11e4-8747-5b024dd6dd6c,f8e78c10-c2de-11e4-8747-5b024dd6dd6c,observing
1465,Kim Jong Un hurt his leg during military exercises,Kim Jong-Un Has Difficulty Walking And Needs About 100 Days To Recuperate,3dc4eeb0-4fec-11e4-b6a0-9705a8f94440,5001aa00-4fec-11e4-b6a0-9705a8f94440,observing
1466,Kim Jong Un hurt his leg during military exercises,Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event but does send a nice flower basket instead,3dc4eeb0-4fec-11e4-b6a0-9705a8f94440,42927c50-4fec-11e4-b6a0-9705a8f94440,observing
1467,Kim Jong Un hurt his leg during military exercises,North Korea Leader Kim Jong Un Is Still In Charge: Source,3dc4eeb0-4fec-11e4-b6a0-9705a8f94440,0a70cc20-4fef-11e4-b6a0-9705a8f94440,observing
1468,Kim Jong Un hurt his leg during military exercises,"North Korea leader Kim is still in charge, has injured leg: source",3dc4eeb0-4fec-11e4-b6a0-9705a8f94440,55592820-4fec-11e4-b6a0-9705a8f94440,observing
1469,Kim Jong Un hurt his leg during military exercises,N. Korea's Kim has leg injury but in control,3dc4eeb0-4fec-11e4-b6a0-9705a8f94440,5850bd40-4fec-11e4-b6a0-9705a8f94440,for
1470,Jordan's King Abdullah II will participate in air strikes against ISIS,Jordan Vs ISIS: Reports Say King Abdullah II Could Personally Lead Airstrikes After Pilot's Death,5a8add40-ad4b-11e4-9a23-0b6010caa867,f0cf2fe0-ad4b-11e4-9a23-0b6010caa867,observing
1471,Jordan's King Abdullah II will participate in air strikes against ISIS,Jordan's King May Participate Personally In ISIS Raids,5a8add40-ad4b-11e4-9a23-0b6010caa867,f80bf680-ad50-11e4-9a23-0b6010caa867,observing
1472,Jordan's King Abdullah II will participate in air strikes against ISIS,Jordan king cites Clint Eastwood in revenge vow,5a8add40-ad4b-11e4-9a23-0b6010caa867,63c19160-ad4b-11e4-9a23-0b6010caa867,for
1473,Jordan's King Abdullah II will participate in air strikes against ISIS,JORDANIAN KING PERSONALLY FLYING SORTIES AGAINST ISIS,5a8add40-ad4b-11e4-9a23-0b6010caa867,b32ae0a0-ad53-11e4-9a23-0b6010caa867,observing
1474,Jordan's King Abdullah II will participate in air strikes against ISIS,Jordan's King Abdullah Did Not Personally Fly Airstrikes On ISIS,5a8add40-ad4b-11e4-9a23-0b6010caa867,b961d2f0-adfb-11e4-9a23-0b6010caa867,against
1475,Jordan's King Abdullah II will participate in air strikes against ISIS,Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,5a8add40-ad4b-11e4-9a23-0b6010caa867,7366d8f0-ad4b-11e4-9a23-0b6010caa867,observing
1476,Jordan's King Abdullah II will participate in air strikes against ISIS,"No, Jordan's King Abdullah II is not personally flying planes against Isis",5a8add40-ad4b-11e4-9a23-0b6010caa867,6a74a7e0-ad4b-11e4-9a23-0b6010caa867,against
1477,Jordan's King Abdullah II will participate in air strikes against ISIS,"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",5a8add40-ad4b-11e4-9a23-0b6010caa867,a82252b0-ad53-11e4-9a23-0b6010caa867,against
1478,A South Korean woman's hair was accidentally eaten by a robot vacuum cleaner,Korean Housewife's Hair Sucked Up into Robot Vacuum,4da6ba00-b097-11e4-9a23-0b6010caa867,812b0cf0-b097-11e4-9a23-0b6010caa867,for
